text,label
47. A DH1 Hiteligénylési Adatlapon feltüntetett adatok ellenőrzése az alábbiak szerint történik:,5-Könnyen érthető
"a) A kitöltöttség és az adategyezőség ellenőrzése a Hitelfevevő személyi okmányai, illetve meghatalmazott eljárása esetén a Hitelfevevő személyi okmányaiban foglalt adatokról kiállított közjegyzői okirat alapján:",5-Könnyen érthető
"a.a) a Hitelfevevő viselt családi és utóneve, születési családi és utóneve,",5-Könnyen érthető
"a.c) a Hitelfevevő anyja születési családi és utóneve,",5-Könnyen érthető
"b) A kitöltöttség és az adategyezőség ellenőrzése a Hitelfevevő adóigazolványa (az állami adóhatóság által kiállított adóazonosító jelet igazoló hatósági bizonyítvány), illetve meghatalmazott eljárása esetén a Hitelfevevő adóigazolványában foglalt adatokról kiállított közjegyzői okirat alapján: a Hitelfevevő adóazonosító jele.",4-Érthető
"c.c) a folyósítás gyakorisága (havonta részletekben vagy tanulmányi félévenként egy összegben),",4-Érthető
"c.d) oktatási intézmény és kar betű- és számkódja, szak megnevezése,",4-Érthető
"c.h) képesítési követelmények szerinti képzési idő (félévek száma),",4-Érthető
"c.i) elvégzett félévek száma a megjelölt képzésben,",3-Többé/kevésbé megértem
"c.j) Hitelfevevő Magyarországon bejegyzett hitelintézetnél vezetett saját bankszámlaszáma, amelyre a Hitelfevevő a DH1 folyósítását kéri,",3-Többé/kevésbé megértem
"d) A kitöltöttség és az adategyezőség ellenőrzése az Üzletszabályzat 31.1. d) pontjában megjelölt, szabad mozgás és tartózkodás jogával rendelkező személyek tartózkodási jogát igazoló okmány (a továbbiakban: tartózkodási jogot igazoló okmány) alapján történik. Meghatalmazott eljárása esetén a Hitelfevevő tartózkodási jogot igazoló okmányában foglalt adatokról kiállított közjegyzői okirat alapján: az okmány száma, érvényessége és jogcíme.",3-Többé/kevésbé megértem
"Ha a DH1 Hitelszerződésen és a DH1 Hiteligénylési Adatlapon feltüntetett adatok az ellenőrzés szempontjai alapján megfelelőek, az átvételre feljogosított személy igazolja az átvételt, és egy-egy példányt a Hitelfevevő vagy meghatalmazottja részére átadja.",3-Többé/kevésbé megértem
A DH1 Hitelszerződés leadása során az alábbi hivatalos okiratokat kell az adatellenőrzéshez bemutatni:,4-Érthető
"▪ Személyazonosító okmány: személyazonosító igazolvány, útlevél, 2001. január 1-jét követően kiállított gépjárművezetői engedély, menekült státuszt igazoló személyi igazolvány, letelepedett, bevándorolt státuszt igazoló személyazonosító igazolvány, EGT állampolgár tartózkodási engedélye, tartózkodási jogot igazoló okmány (regisztrációs igazolás, tartózkodási kártya, állandó tartózkodási kártya),",4-Érthető
"▪ Adóigazolvány, vagy az állami adóhatóság által kiállított adóazonosító jelet igazoló hatósági bizonyítvány,",5-Könnyen érthető
"▪ Meghatalmazott útján történő eljárás esetén: a képviselő személyazonosságát igazoló személyi okmány és a lakcímét igazoló hatósági igazolvány, valamint közokiratba foglalt meghatalmazás, amely legalább az alábbiakat tartalmazza:",4-Érthető
"▪ a Hitelfevevőnek a fenti a.a)-a.e), b) és d) pontokban megjelölt adatait,",2-Nehezen érthető
"▪ a Hitelfevevő és a meghatalmazott aláírását,",5-Könnyen érthető
"▪ a meghatalmazott nevét, lakóhelyét (ha értesítési címe ettől eltérő, akkor az értesítési címét is), anyja születési nevét, illetve a személyazonosságát igazoló okirat azonosító adatát,",5-Könnyen érthető
"▪ valamint a Hitelfevevő kifejezett nyilatkozatát arra vonatkozóan, hogy a meghatalmazott jogosult a DH1 Hiteligénylési Adatlapot helyette és nevében kitölteni, valamint a DH1 Hitelszerződést, és a DH1 Hiteligénylési Adatlapot helyette és nevében aláírni.",5-Könnyen érthető
"47.1. A DH1 elektronikus ügyintézés útján történő igénylése elektronikusan kezdeményezhető az egyes felsőoktatási intézmények tanulmányi rendszerébe történő belépést követően, onnan való átirányítással a Diákhitel Direktben, illetőleg közvetlenül a Diákhitel Direktben vagy annak mobil alkalmazásában. A Diákhitel Központ a Hitelfevevő hiteligénylése során a tanulmányi rendszerből indított igénylés esetén ezen rendszerből, közvetlenül a Diákhitel Direktből indított igénylés esetén pedig a Központi Azonosítási Ügynök szolgáltatás – lakcímadat esetében a Személyiadat- és Lakcímnyilvántartás szolgáltatás - közhiteles nyilvántartásából veszi át a személyazonosító adatokat (név, születési hely és idő, anyja neve, valamint az állandó lakcím). Amennyiben a személyazonosító adatok a tanulmányi rendszerből kerültek átvételre, a Diákhitel Központ ezen adatokat egyezteti a fenti közhiteles nyilvántartásokkal.",2-Nehezen érthető
"A képzési adatok a tanulmányi rendszerből indított igénylés esetén ezen rendszerből kerülnek átvételre, közvetlenül a Diákhitel Direktből indított igénylés esetén pedig a Hitelfevevő adja meg ezen adatokat.",4-Érthető
"Az adóazonosító jelet minden esetben a Hitelfevevő adja meg, amely adatot a Diákhitel Központ egyezteti az Összerendelési Nyilvántartással.",4-Érthető
"A Hitelfevevő a DH1 Hitelszerződés és DH1 Hiteligénylési Adatlap mindazon további adatait, amelyek nem kerültek automatikusan átvételre a tanulmányi rendszerből, a Diákhitel Direktben kitölti. Azt a tényt, hogy a Hitelfevevő valamennyi, a Hitelszerződés érvényes létrejöttéhez szükséges adatot megadta-e, a Diákhitel Központ a Diákhitel Direkt rendszerben automatikusan ellenőrzi, adathiányos vagy a fenti közhiteles nyilvántartásokban kezeltektől eltérő adatokat tartalmazó hiteligénylést a rendszer nem fogad be.",3-Többé/kevésbé megértem
"47.2. A Diákhitel Központ a Diákhitel Direkt rendszerben a 47.1. pont szerint átvett vagy megadott adatok alapján megállapítja, hogy a Hitelfevevő jogosult-e a hiteligénylésre. Ha a Hitelfevevő nem jogosult a Hitelre, a hiteligénylést elutasítja, ha jogosult, akkor felkínálja a Hitelfevevőnek a DH1 Hitelszerződést és a DH1 Hiteligénylési Adatlapot papíralapú szerződéskötésre (nyomtatásra) vagy elektronikus szerződéskötésre (elektronikus aláírásra).",4-Érthető
"Ez alapján a Hitelfevevő jogosult választani, hogy papíralapon vagy elektronikusan köt szerződést:",4-Érthető
"− Amennyiben a Hitelfevevő a papíralapú szerződéskötést választja, abban az esetben a DH1 igénylésére a továbbiakban a 44-47. pontok irányadók.",3-Többé/kevésbé megértem
"− Amennyiben a Hitelfevevő az elektronikus szerződéskötést választja, abban az esetben a Diákhitel Központ adategyeztetést folytat le a Központi Azonosítási Ügynök szolgáltatás, valamint a Személyiadat- és Lakcímnyilvántartás szolgáltatás igénybevételével a név, születési hely és idő, anyja neve és lakcímadatokra vonatkozóan. Sikeres adategyeztetést követően a Diákhitel Központ az Összerendelési Nyilvántartás szolgáltatás igénybevételével adategyeztetést folytat le az adóazonosító jel vonatkozásában. A sikeres adóazonosító jel-egyeztetést követően a Diákhitel Központ a Diákhitel Direkt felületén felkínálja az elektronikus hiteligénylési dokumentumokat a Hitelfevevőnek azonosításra visszavezetett dokumentumhitelesítési szolgáltatás útján történő elektronikus aláírásra. Amennyiben a központi nyilvántartásban tárolt adatok eltérnek a hiteligénylés során a tanulmányi rendszerből átvett, vagy a Hitelfevevő által megadott adatoktól, a hiteligénylés elutasításra kerül. A hiteligénylés befejező lépéseként a Hitelfevevő a DH1 Hitelszerződést és DH1 Hiteligénylési Adatlapot elektronikusan aláírja. A Hitelszerződés és a Hiteligénylés Adatlap letölthető, nyomtatható formában kerül feltöltésre a Hitelfevevő Diákhitel Direkt postafiókjába.",2-Nehezen érthető
A Diákhitel Direkt mobil alkalmazásban indított hiteligénylés esetén papíralapú szerződéskötési mód nem választható.,4-Érthető
"1.1. Az ERSTE BANK HUNGARY ZRT. a Magyar Nemzeti Bank, mint a Bank felügyeleti hatósága 2004. augusztus 26. napján kelt, I-2061/2004. számú tevékenységi engedélyében foglalt felhatalmazása alapján jogosult devizabelföldi és devizakülföldi természetes személyek részére lakossági bankszámlát vezetni, pénzforgalmi szolgáltatásokat nyújtani, valamint betétet gyűjteni.",5-Könnyen érthető
"1.2. A jelen Erste Lakossági Banki Szolgáltatások Általános Szerződési Feltételek (továbbiakban: ÁSZF) rendelkezései mind az Ügyfélre, mind a Bankra nézve kötelezőek, de az egyes szolgáltatások kapcsán – a jogszabályok keretein belül – azoktól kölcsönös egyetértéssel, írásban el lehet térni.",5-Könnyen érthető
"1.3. Az ÁSZF-ben nem szabályozott kérdésekben a Lakossági Szolgáltatási Keretszerződésnek, a Bank Üzletszabályzatának és Hirdetményének rendelkezései az irányadóak.",3-Többé/kevésbé megértem
"1.4. Az ÁSZF-et, az Üzletszabályzatot és a Hirdetményeket a Bank az ügyfélforgalom lebonyolítására szolgáló helyiségeiben kifüggeszti, a Bank honlapján (www.erstebank.hu) elérhetővé teszi, továbbá a szerződéskötést megelőzően, valamint bármikor a szerződés hatálya alatt a Számlatulajdonos kérésére térítésmentesen rendelkezésre bocsátja.",4-Érthető
"1.5. Az ÁSZF és az Üzletszabályzat közötti esetleges eltérés esetén az ÁSZF, az ÁSZF és a Szerződés közötti eltérés esetén a Szerződés, Hirdetmény és Lakossági Szolgáltatási Keretszerződés közötti eltérés esetén a Szerződés, Hirdetmény és ÁSZF közötti eltérés esetén a Hirdetmény az irányadó.",3-Többé/kevésbé megértem
"1.6. A Lakossági Szolgáltatási Keretszerződésben, jelen ÁSZF-ben nem szabályozott kérdésekben 2014. március 15. előtt kötött jogviszonyok tekintetében a Polgári Törvénykönyvről szóló 1959. évi IV. törvény, 2014. március 15. után kötött jogviszonyok tekintetében a Polgári Törvénykönyvről szóló 2013. évi V. törvény, a takarékbetétről szóló 1989. évi 2. tvr., a hitelintézetekről és pénzügyi vállalkozásokról szóló 2013. évi CCXXXVII. törvény (Hpt.), a pénzforgalmi szolgáltatás nyújtásáról szóló 2009. évi LXXXV. törvény (a továbbiakban: Pft.), a Pft. felhatalmazása alapján megalkotott, a pénzforgalom lebonyolításáról szóló MNB rendelet (a továbbiakban: MNB Rendelet), a pénzmosás és a terrorizmus finanszírozása megelőzéséről és megakadályozásáról szóló 2017. évi LIII. törvény és egyéb, a pénzforgalomra vonatkozó jogszabály rendelkezései az irányadók.",2-Nehezen érthető
"1.7. A „Posta banki szolgáltatások” elnevezés alatt korábbiakban értékesített Posta betétekre Hűség Betétek elnevezés mellett, a Számlavezetési Keretszerződésekre (Postai Folyószámla / Postai Elektronikus Számlacsomag / Postai Nyugdíjszámla szerződés keretében nyújtott számlavezetési szolgáltatásokra) Erste Hűség elnevezésmellett 2014. április 2-tól a jelen Erste Lakossági Banki Szolgáltatások ÁSZF vonatkozik.",5-Könnyen érthető
"1.8. Jelen Erste Lakossági Banki Szolgáltatások ÁSZF a „Lakossági Bankszámla és Lakossági Betét Általános Szerződési Feltételei”, a „Lakossági Bankkártya Általános Szerződési Feltételei” a „Lakossági Netbank Általános Szerződési Feltételei” valamint a „Lakossági TeleBank és SMS Szolgáltatások Általános Szerződési Feltételei című dokumentumok összevonásával jött létre. Amennyiben bármely dokumentum előbb felsorolt jogelőd ÁSZF-ekre hivatkozik a hivatkozott dokumentumon jelen ÁSZF-et kell érteni.",3-Többé/kevésbé megértem
"1.9. A Citi Europe plc Magyarországi fióktelepe és az Erste Bank Hungary Zrt. között 2015. szeptember 2. napján létrejött szerződésállomány átruházási megállapodás alapján a Citibank lakossági üzletága által kezelt szerződésállomány a Magyar Nemzeti Bank engedélyével átruházásra került az ERSTE BANK HUNGARY Zrt. részére. A szerződésállomány átruházással érintett lakossági betéti- és számlaszerződések szerződési feltételeire 2019. május 02. napjától jelen ÁSZF vonatkozik. A Citibanktól átvett szerződésállományhoz tartozó folyószámlahitel szerződésekre vonatkozó rendelkezéseket a Fogyasztási hitelek c. általános szerződési feltételek tartalmazzák. Amennyiben bármely dokumentum a jogelőd „Erste Lakossági Banki Szolgáltatások Általános Üzleti Feltételei Citibanktól átvett Ügyfelek részére” c. ÁSZF-re hivatkozik a hivatkozott dokumentumon jelen ÁSZF-et, illetve folyószámlahitel esetén a Fogyasztási hitelek c. általános szerződési feltételeket kell érteni. (hatályos 2019. május 02. napjától)",3-Többé/kevésbé megértem
1.10. Külön ÁSZF szabályozza az Erste Start-számla általános szerződési feltételeit.,4-Érthető
Az értelmező rendelkezéseket az ÁSZF. 1. számú melléklete tartalmazza.,4-Érthető
"3.1.1. Számlavezetési Szolgáltatási Keretszerződés (továbbiakban: Számlavezetési Keretszerződés) a Bank és a Számlatulajdonos között bankszámla, mint fizetési számla nyitására és vezetésére, pénzforgalmi szolgáltatás nyújtására, a Számlatulajdonos pénzköveteléseinek és pénztartozásainak nyilvántartására, kezelésére létrejött Számlavezetési Keretszerződés (fizetési számla-szerződés), amely meghatározza a Számlavezetési Keretszerződésen alapuló fizetési megbízások, illetve fizetési műveletek lényeges feltételeit. 2016. december 12-ét megelőzően kötött valamennyi bankszámlára és kapcsolódó szolgáltatásokra, valamint a 2016. december 12-ét követően a Hirdetményben megjelölt bankszámlára a jelen ÁSZF Számlavezetési Keretszerződésre vonatkozó rendelkezései az irányadók.",3-Többé/kevésbé megértem
"3.1.2. A „Szolgáltatási Keretszerződés Lakossági Banki Szolgáltatások nyújtására” elnevezésű szerződés (továbbiakban: Lakossági Banki Szolgáltatások Keretszerződés), mint új típusú keretszerződés egy vagy több bankszámla nyitására, vezetésére valamint ahhoz kapcsolódó pénzforgalmi szolgáltatások (bankkártya, elektronikus szolgáltatások stb.) nyújtására létrejött szerződés, mely keretszerződésnek nem szükséges feltétele a bankszámla megnyitása. A Bank az új típusú keretszerződést 2016. december 12-ét követően vezeti be, ezen időponttól a Hirdetményben megjelölt egyes bankszámlákat, díjcsomagokat már ebben a keretrendszerben biztosítja, így ezekre a szolgáltatásokra a jelen ÁSZF Lakossági Banki Szolgáltatások Keretszerződésre vonatkozó rendelkezései az irányadók. A jelen ÁSZF rendelkezéseit a Lakossági Banki Szolgáltatások Keretszerződésre vonatkozóan a jelen ÁSZF III. fejezetében foglalt speciális rendelkezések figyelembe vételével kell alkalmazni. Lakossági Banki Szolgáltatások Keretszerződés esetén, ahol a jelen ÁSZF Számlatulajdonost említ, úgy az alatt – eltérő rendelkezés hiányában - az Ügyfelet (Számlatulajdonos, Kártyabirtokos, Meghatalmazott) is egyaránt érteni kell. Amennyiben a jelen ÁSZF Számlavezetési Keretszerződést említ, úgy az alatt - a III. fejezetben foglalt speciális rendelkezések figyelembe vételével - a Lakossági Banki Szolgáltatások Keretszerződést is érteni kell.",2-Nehezen érthető
"3.2.1.1. A Számlavezetési Keretszerződés megkötését kezdeményezheti bármely nagykorú devizabelföldi vagy devizakülföldi természetes személy; a 14. életévét betöltött kiskorú magyar állampolgár természetes személy a törvényes képviselője jóváhagyásával és kezességvállalásával, továbbá speciális bankszámla típus esetén a 14. életévét be nem töltött kiskorú magyar állampolgár természetes személy részére törvényes képviselője. A szerződéskötés feltétele, hogy a Számlatulajdonos személyazonosítására alkalmas okmányát:",4-Érthető
"- belföldi természetes személy esetén személyazonosító igazolvány (személyi igazolvány) és lakcímet igazoló hatósági igazolvány (régi típusú könyv formátumú személyi igazolvány esetén lakcímet igazoló hatósági igazolvány nem szükséges, amennyiben az érvényes lakcímet tartalmaz), vagy útlevél és lakcímet igazoló hatósági igazolvány, vagy új típusú, legkorábban 2001-ben kibocsátott kártya formátumú vezetői engedély és lakcímet igazoló hatósági igazolvány. 2021. június 12. után nyitott Lakossági Banki Szolgálatások Keretszerződés esetén, ha a belföldi természetes személy külföldi lakcímmel rendelkezik, lakcímet igazoló hatósági igazolvány helyett külföldi hatóság által kiállított lakcímigazoló dokumentum bemutatása szükséges.",4-Érthető
"▪ EU/EGT tagállamból származó külföldi természetes személy esetén: külföldi hatóság által kiállított útlevél, vagy külföldi hatóság által kiállított személyazonosító igazolvány, vagy magyar hatóság által kiállított személyazonosító igazolvány és lakcímet igazoló hatósági igazolvány.",3-Többé/kevésbé megértem
"▪ EU/EGT tagállamon kívüli országból származó külföldi természetes személy esetén: külföldi hatóság által kiállított útlevél és érvényes vízum, vagy külföldi hatóság által kiállított útlevél és magyarországi tartózkodásra jogosító okmány (pl. tartózkodási engedély, kártya formátumú, fényképes regisztrációs igazolás), vagy magyar hatóság által kiállított személyazonosító igazolvány és lakcímet igazoló hatósági igazolvány. - a szerződéskötést megelőzően bemutassa, arról a pénzmosás és a terrorizmus finanszírozása megelőzéséről és megakadályozásáról szóló 2017. évi LIII. törvényben (Pmt.) foglaltaknak megfelelően a Bank másolatot készítsen, és a Számlatulajdonos személyesen történő számlanyitás esetén a bankszámla feletti rendelkezéshez szükséges aláírás mintáját megadja.",3-Többé/kevésbé megértem
3.2.1.2. A Számlavezetési Keretszerződés megkötése az alábbi módokon történhet:,3-Többé/kevésbé megértem
- A Számlatulajdonos és a Bank jogosult egymással papír alapon írásban szerződést kötni.,5-Könnyen érthető
- A Számlatulajdonos és a Bank jogosult egymással tableten rögzített kézi aláírás digitalizálásán alapuló biometrikus hitelesítéssel ellátott írásbeli elektronikus aláírással ellátott elektronikus okirat útján szerződést kötni a Bank Üzletszabályzatában és a mindenkori elektronikus szerződéskötésre vonatkozó hirdetményben foglaltakkal összhangban.,4-Érthető
- A 12.9. Online Igénylés (Store) pontban foglaltak szerint.,2-Nehezen érthető
"3.2.1.3. A Banknál megnyitható lakossági bankszámlák típusát és kondícióit, a szerződéskötés előfeltételeit a Bank mindenkor hatályos Hirdetménye tartalmazza.",4-Érthető
3.2.1.4. A Bank lakossági devizaszámlát a Számlatulajdonos kérésére a mindenkor hatályos Hirdetményben közzétett devizanemekben nyit és vezet. A Bank minden egyes devizanemre külön devizaszámlát nyit.,4-Érthető
"3.2.1.5. A Számlatulajdonos a bankszámlához kapcsolódóan igényelhet a Banknál Hirdetmény szerinti bankkártyát, elektronikus szolgáltatásokat (Erste TeleBank, internetbanki és mobilalkalmazási szolgáltatások, SMS szolgáltatások).",3-Többé/kevésbé megértem
"3.2.2.1. A Bank lakossági bankkártyát a Banknál lakossági bankszámlán rendelkező, a jelen ÁSZF-ben, valamint a Bank Hirdetményében meghatározott szerződéskötési feltételeknek megfelelő természetes személy Számlatulajdonos, valamint a Számlatulajdonos által megjelölt természetes személy(ek) részére biztosít. tájékoztatás kézhezvételétől számított, tizennégy napon belül, de legfeljebb a szerződés megkötésétől számított egyéves jogvesztő határidő elteltéig gyakorolhatja. Nem illeti meg a Számlatulajdonost az elállási jog a szerződésnek mindkét fél általi teljes körű teljesítését követően, amennyiben ez a Számlatulajdonos kifejezett kérése alapján történt. Az elállási (felmondási) jogot határidőben érvényesítettnek kell tekinteni, ha a Számlatulajdonos az erre vonatkozó nyilatkozatát a határidő lejárta előtt postára adja vagy egyéb igazolható módon a Banknak elküldi. Az elállásra nyitva álló határidő lejárta előtt a bankkártyaszerződés teljesítése csak a Számlatulajdonos kifejezett hozzájárulását követően kezdhető meg. A Számlatulajdonos hozzájárul, hogy a Bank az igényelt bankkártya kibocsátását és a szolgáltatás nyújtását az elállásra nyitva álló határidő lejárta előtt megkezdje. Ha az elállásra (felmondásra) nyitva álló határidő a fent leírtak szerint meghosszabbodott, a bank a meghosszabbítás időtartama alatt, azaz a törvénynek megfelelő tájékoztatás megadásáig teljesített szolgáltatás ellenértékét nem követelheti.",2-Nehezen érthető
"3.2.3.1. A Számlatulajdonos a Banknál Erste Lakossági TeleBank szolgáltatást erre rendszeresített nyomtatványon illetve Telebankon keresztül igényelhet, amely igényléssel a TeleBank szolgáltatás kapcsán a Bank és a Számlatulajdonos között TeleBank szolgáltatási szerződés jön létre. A TeleBank szolgáltatás igénylésének feltétele, hogy a Számlatulajdonos a Banknál lakossági bankszámlával rendelkezzen.",3-Többé/kevésbé megértem
3.2.3.2. A Bank az igényléskor a Számlatulajdonos rendelkezésére bocsátja az E-csatorna azonosítóját és átadja részére adatszolgáltatás igénybevételét ismertető Használati útmutatót.,3-Többé/kevésbé megértem
"3.2.3.3. A Számlatulajdonos a TeleBank szolgáltatás igénylésekor a Bank SMS üzenetben küldi meg a Bank által generált első TPIN-t a Számlatulajdonos által megadott jelszó-telefonszámra. Amennyiben SMS üzenetben kiküldésre került a TPIN, úgy a Számlatulajdonos a TeleBank szolgáltatást legkésőbb a TeleBank szolgáltatás igénylését követő első munkanaptól igénybe tudja venni. Amennyiben a TeleBank szolgáltatás igénylésekor a TPIN SMS-ben nem került kiküldésre, úgy a TPIN kódot a Bank gyártja le és azt PIN borítékban a Számlatulajdonos által választott fiókban (választás hiányában a számlavezető bankfiókban) adja át a Számlatulajdonos részére. Ez utóbbi esetben a TeleBank szolgáltatás a TPIN bankfióki átvételt követően használható.",3-Többé/kevésbé megértem
"3.2.3.4. Közös tulajdonú, önálló rendelkezésű lakossági bankszámla esetén a Bank a Számlatulajdonosok számára egy közös TPIN kódot és egy közös TeleBank Ügyfél-azonosító kódot biztosít, amely igényléskor a Főszámlatulajdonosnak kerül átadásra. A Számlatulajdonosok ezeket az azonosító kódokat önállóan jogosultak használni mindaddig, amíg a Bank a Társtulajdonos részére nem biztosít önálló TPIN kódot és TeleBank Ügyfél-azonosító kódot a közös számla használatához. Amíg közös használatúak az azonosító kódok, azok titokban tartásáért, biztonságos kezeléséért, használatáért a jelen ÁSZF-ben foglalt felelősséget a Számlatulajdonosok közösen viselik. A Bank a TeleBank használata során a Számlatulajdonosoknak átadott vagy általuk megadott E-csatorna azonosító kódok használatát bármely Számlatulajdonos önálló használatának tekinti. A TeleBank közös használatából eredő bármilyen kárért a Számlatulajdonosok felelősek. A Társtulajdonos részére biztosított önálló TPIN kód és TeleBank Ügyfél-azonosító kód Bank általi megküldését/átadását követően, de legkésőbb 2025. január 31-től mind a Főtulajdonos, mind a Társtulajdonos kizárólag a saját önálló TeleBank Ügyfél-azonosítója használatával veheti igénybe a TeleBank szolgáltatást a közös számla kezeléséhez. Az azonosító kódok, jelszavak titokban tartásáért, biztonságos kezeléséért, használatáért a jelen ÁSZF-ben foglalt felelősséget minden Számlatulajdonos önállóan viseli.",2-Nehezen érthető
"3.2.4.1. A Számlatulajdonos az SMS szolgáltatást személyesen bankfiókban, TeleBankon vagy egyes SMS szolgáltatások esetén internetbanki és mobilalkalmazási szolgáltatáson keresztül igényelheti, amely igényléssel az adott SMS szolgáltatás kapcsán a Bank és a Számlatulajdonos között SMS szerződés jön létre.",3-Többé/kevésbé megértem
"3.2.4.2. A bankfiókban történt igénylés esetén a Számlatulajdonos nyomtatványon jelöli meg az igényelt SMS szolgáltatás(oka)t, valamint mindazon mobil telefonkészülék számo(ka)t, amelye(ke)t a szolgáltatásba be kíván kapcsolni. A Bank az SMS szolgáltatások bankfiókban történő igénylése esetén a szolgáltatást az igénylést követő 2 munkanapon belül biztosítja. A Számlatulajdonos a nyomtatványon rögzített adatokat, (ideértve SMS szolgáltatások körét, kártyaszámot, mobil telefonszámot stb.) személyesen új nyomtatvány kitöltésével vagy TeleBankon keresztül azonosítás után bármikor jogosult megváltoztatni.",2-Nehezen érthető
"3.2.4.3. Az adott SMS szolgáltatás beállítása TeleBankon keresztül, TeleBankos azonosítást (11.3.4., illetve 11.3.5.) követően is igényelhető. A Számlatulajdonos az azonosítást követően a szolgáltatásba bekapcsolásra kerülő mobiltelefonszám(ok) megadásával egyidejűleg jelzi igényét az adott SMS Szolgáltatás igénybevételére, amelyet a Bank az elfogadást követően a TeleBank számítógépes rendszerében rögzít.",3-Többé/kevésbé megértem
"3.2.5.1. A Számlatulajdonos internetbanki szolgáltatást bármely bankfiókban személyesen erre rendszeresített nyomtatványon vagy TeleBankon keresztül igényelheti. Az internetbanki szolgáltatás igénylésének feltétele, hogy a Számlatulajdonos a Banknál lakossági bankszámlával és aktív TeleBank használati jogosultsággal rendelkezzen.",4-Érthető
3.2.5.2. Az internetbanki szolgáltatás részletes leírását és feltételeit jelen ÁSZF és a Lakossági elektronikus csatorna szolgáltatások Hirdetménye a mindenkor aktuális Hirdetménye és a tartalmazzák,2-Nehezen érthető
"3.2.5.3. Közös tulajdonú lakossági forint vagy deviza bankszámla esetén internetbanki szolgáltatás csak a Számlatulajdonosok önálló rendelkezéséhez kötött számlákhoz igényelhető. Közös tulajdonú, önálló rendelkezésű lakossági bankszámla esetén a Bank a Számlatulajdonosok számára egy internetbanki szolgáltatás hozzáférési jogot és ehhez kapcsolódóan egy E-csatorna azonosítót és E-csatorna jelszót biztosít, amely igényléskor a Főszámlatulajdonosnak kerül átadásra. A Számlatulajdonosok az internetbanki szolgáltatás használatához szükséges azonosító kódokat önállóan jogosultak használni mindaddig, amíg a Bank a Társtulajdonos részére nem biztosít önálló E-csatorna azonosítót és E-csatorna jelszót a közös számla használatához. Amíg közös használatúak az azonosító kódok, azok titokban tartásáért, kezeléséért, használatáért a jelen ÁSZF-ben foglalt felelősséget a Számlatulajdonosok közösen viselik. A Bank az internetbanki szolgáltatás használata során a Számlatulajdonosoknak átadott vagy általuk megadott azonosító kódok használatát bármely Számlatulajdonos önálló használatának tekinti. Az internetbanki szolgáltatás közös használatából eredő bármilyen kárért a Számlatulajdonosok felelősek. A Társtulajdonos részére biztosított önálló E-csatorna azonosító Bank általi megküldését/átadását követően, de legkésőbb 2025. január 31-től mind a Főtulajdonos, mind a Társtulajdonos kizárólag a saját önálló E-csatorna azonosító és E-csatorna jelszó használatával veheti igénybe az internetbanki és mobilalkalmazási szolgáltatást a közös számla kezeléséhez. Az azonosító kódok, jelszeavak titokban tartásáért, biztonságos kezeléséért, használatáért a jelen ÁSZF-ben foglalt felelősséget minden Számlatulajdonos önállóan viseli.",2-Nehezen érthető
"3.2.5.4. Az internetbanki szolgáltatás igénylésekor a Számlatulajdonos köteles megadni az internetbanki szolgáltatás igénybevételéhez szükséges Jelszó- telefonszámot, amelyre a Bank az internetbanki szolgáltatás használatához szükséges SMS üzeneteket továbbítja. A Bank a Számlatulajdonos által megadott Jelszó-telefonszámra küldi meg SMS üzenetben a Számlatulajdonosnak az egyszer használatos Kezdeti Bejelentkezési jelszót, amelynek SMS- ben történő beérkezését követően tudja a Számlatulajdonos az internetbanki szolgáltatást használni. Az egyszer használatos Kezdeti Bejelentkezési jelszó érvényességi ideje 30 nap.",2-Nehezen érthető
"3.2.5.5. Az internetbanki szolgáltatás a Számlatulajdonos Banknál nyitott, valamint a jövőben megnyitásra kerülő valamennyi lakossági bankszámláira, a bankszámlákhoz kapcsolódó betéti számlákra egyaránt elérhető.",3-Többé/kevésbé megértem
"3.2.6.1. Mobilalkalmazási szolgáltatást a Banknál internetbanki szolgáltatási jogosultsággal rendelkező Számlatulajdonos igényelhet, a Lakossági elektronikus csatorna szolgáltatások Hirdetményében leírt módon.",3-Többé/kevésbé megértem
"A Bank biztonsági okból az internetbanki-, mobilalkalmazási szolgáltatás igénybevételéhez felhasználó szinten maximális Napi átutalási (tranzakciós) limitet alkalmaz, melynek ügyfél általi megadásának, módosításának szabályait a Lakossági elektronikus csatorna szolgáltatások Hirdetménye tartalmazza.",3-Többé/kevésbé megértem
A maximális Napi átutalási (tranzakciós) limitet a Bank jogosult felülvizsgálni és egyoldalúan módosítani a Felhasználó használati szokásai alapján. A Bank a módosuló limitekről értesítést küld a Felhasználó részére a módosítás napját megelőzően két hónappal.,5-Könnyen érthető
"A Napi átutalási (tranzakciós) limit mértékének túllépése esetén az internetbanki-, mobilalkalmazási szolgáltatáson keresztül fizetési megbízás beküldésére nincs mód. Erről figyelmeztetés jelenik meg az internetbanki-, mobilalkalmazás szolgáltatás felületén a megbízás elküldését követően.",4-Érthető
3.1. A Hitelkártya lejáratának ideje a Hitelkártya előlapján hónap/év jelöléssel megtalálható. A Hitelkártya a lejárati hónap utolsó napjának magyar idő szerinti 24.00 órájáig érvényes.,5-Könnyen érthető
